Accident_ID,Date,Time,Weather,Road_Conditions,Severity,Latitude,Longitude
313,2023-02-07,18:00:00,Fog,Wet,Minor,34.20280594732366,-94.45352782538934
314,2023-01-28,10:00:00,Hail,Icy,Minor,41.701187317423404,-82.85619589161277
315,2023-01-12,20:00:00,Hail,Wet,Moderate,40.687840964097646,-98.5503137657131
316,2023-02-04,00:00:00,Fog,Dry,Minor,39.567793648749586,-90.32615910654943
317,2023-01-26,00:00:00,Rain,Snowy,Moderate,37.27162355531416,-95.36468557974713
318,2023-01-28,21:00:00,Snow,Snowy,Minor,35.386354560566765,-86.54165056452072
319,2023-02-05,05:00:00,Clear,Wet,Severe,35.251496341368686,-114.48991077268465
320,2023-02-02,01:00:00,Snow,Dry,Minor,36.00194318531676,-115.40486038840575
321,2023-02-05,12:00:00,Clear,Snowy,Severe,38.39381331764896,-107.3745609375637
322,2023-02-08,19:00:00,Clear,Wet,Severe,39.7167673816005,-111.1395787551329
323,2023-01-13,22:00:00,Hail,Wet,Moderate,39.28157901374185,-80.51330663653533
324,2023-01-31,04:00:00,Clear,Dry,Minor,36.239471175567544,-108.5737985436041
325,2023-02-07,09:00:00,Clear,Icy,Moderate,41.63892224530555,-76.03779399977736
326,2023-01-12,05:00:00,Fog,Wet,Minor,39.903175333566146,-103.5134809538424
327,2023-02-08,20:00:00,Snow,Icy,Severe,38.434832420091205,-110.16892962538593
328,2023-01-03,04:00:00,Fog,Icy,Severe,38.89376596987482,-84.0429641928734
329,2023-01-21,05:00:00,Clear,Snowy,Minor,37.35680049942232,-89.67556565346233
330,2023-02-08,23:00:00,Hail,Icy,Minor,35.98184791600926,-96.57758419251502
331,2023-01-11,01:00:00,Fog,Dry,Moderate,36.847781429210094,-94.11936730968185
332,2023-01-07,21:00:00,Fog,Snowy,Minor,40.06276888371495,-87.07432353429266
333,2023-01-02,08:00:00,Rain,Snowy,Minor,34.11514790903804,-108.17644612275416
334,2023-02-08,03:00:00,Clear,Snowy,Minor,34.92858112405533,-75.1576416095601
335,2023-01-19,13:00:00,Hail,Wet,Moderate,34.36802113617402,-76.08389402768833
336,2023-01-09,17:00:00,Fog,Wet,Minor,34.32583041855176,-90.03599548708172
337,2023-01-28,02:00:00,Fog,Icy,Severe,40.84368467208806,-109.41967461004675
338,2023-01-06,08:00:00,Hail,Snowy,Moderate,39.62926287504019,-88.75018557545448
339,2023-01-01,02:00:00,Clear,Snowy,Moderate,37.7933906326986,-114.89546841389544
340,2023-02-10,14:00:00,Rain,Dry,Severe,34.78267328520801,-116.68194240515034
341,2023-02-01,13:00:00,Fog,Icy,Severe,37.93292700093466,-106.91963579401781
342,2023-02-05,16:00:00,Rain,Dry,Severe,37.787774166244525,-98.1072128602094
343,2023-01-27,11:00:00,Snow,Icy,Minor,35.38561495928012,-80.66428226743963
344,2023-01-08,13:00:00,Clear,Icy,Severe,37.47081319390379,-86.73173000004876
345,2023-01-25,19:00:00,Snow,Wet,Minor,37.188037875178985,-86.06361958840081
346,2023-01-22,07:00:00,Snow,Wet,Moderate,38.92680078441773,-99.70378661873276
347,2023-01-19,12:00:00,Snow,Dry,Moderate,39.08074920694115,-103.12479532048059
348,2023-02-08,02:00:00,Clear,Icy,Severe,34.362432078176354,-102.04533319166208
349,2023-02-03,00:00:00,Clear,Snowy,Minor,36.99690091701177,-75.53106875934952
350,2023-02-03,19:00:00,Hail,Wet,Severe,39.00687932571389,-116.27530476926326
351,2023-01-06,17:00:00,Rain,Snowy,Severe,38.0250900686407,-80.71764566673471
352,2023-01-08,19:00:00,Rain,Dry,Minor,40.85191872950658,-93.11695743138708
353,2023-01-23,17:00:00,Hail,Wet,Severe,39.26954905295156,-99.1395369748476
354,2023-01-10,13:00:00,Hail,Wet,Moderate,35.30347541665144,-86.81392060214912
355,2023-01-14,16:00:00,Snow,Icy,Severe,34.56454997920344,-97.07323551873777
356,2023-01-27,11:00:00,Hail,Dry,Minor,39.13935422565052,-80.44280076248859
357,2023-02-09,22:00:00,Fog,Icy,Minor,34.212090484332975,-79.26981984751589
358,2023-01-13,11:00:00,Rain,Wet,Moderate,38.686204650187705,-99.86600014444141
359,2023-01-28,15:00:00,Hail,Dry,Minor,41.52184193139966,-106.09640471889279
360,2023-02-11,14:00:00,Fog,Wet,Minor,38.60379342300703,-92.52893587048543
361,2023-01-20,08:00:00,Fog,Dry,Moderate,37.10535940965217,-78.7683761384823
362,2023-01-17,07:00:00,Fog,Wet,Severe,39.146305747538825,-108.94152587275633
363,2023-01-23,03:00:00,Fog,Snowy,Moderate,37.666023123932135,-91.21243690677024
364,2023-01-17,01:00:00,Snow,Snowy,Severe,38.36493431452748,-90.84291053602162
365,2023-02-06,11:00:00,Fog,Icy,Moderate,41.5317184702122,-86.47614003614292
366,2023-02-01,02:00:00,Snow,Snowy,Severe,37.08882110240619,-112.34258953952784
367,2023-02-05,21:00:00,Snow,Wet,Moderate,41.68952451059131,-87.2195265186702
368,2023-01-09,20:00:00,Fog,Wet,Severe,41.24280513564851,-78.91160161137744
369,2023-01-09,09:00:00,Rain,Snowy,Moderate,35.56632907831437,-110.2736263185796
370,2023-01-05,02:00:00,Fog,Icy,Severe,34.554890407001324,-107.78563702827326
371,2023-01-31,06:00:00,Fog,Snowy,Moderate,34.80622401101941,-76.2300109562095
372,2023-01-27,13:00:00,Fog,Dry,Minor,34.145774605212395,-110.21799103349194
373,2023-01-11,00:00:00,Rain,Dry,Severe,34.755543686047425,-81.2614409851081
374,2023-01-10,01:00:00,Clear,Dry,Moderate,39.46405418733085,-96.8320521727345
375,2023-01-17,12:00:00,Clear,Snowy,Severe,34.56950918768183,-107.36906380066338
376,2023-01-19,13:00:00,Snow,Snowy,Severe,36.55180504235009,-80.55775424528201
377,2023-01-26,06:00:00,Snow,Snowy,Moderate,40.75900248775564,-98.85187403488538
378,2023-01-15,07:00:00,Rain,Dry,Severe,34.18617548588661,-95.86285378102332
379,2023-02-06,15:00:00,Hail,Icy,Moderate,40.515747860711485,-102.55296511581008
380,2023-01-24,20:00:00,Clear,Wet,Minor,36.2548381981872,-92.50311338829812
381,2023-01-23,16:00:00,Snow,Snowy,Severe,34.945318620973254,-110.96847347884402
382,2023-01-06,08:00:00,Clear,Icy,Minor,39.573897322913204,-101.18349392397428
383,2023-01-26,06:00:00,Rain,Wet,Severe,39.03154277423907,-76.31527013958264
384,2023-01-21,17:00:00,Rain,Wet,Severe,41.019776108216426,-106.90026239385152
385,2023-02-04,14:00:00,Hail,Wet,Severe,39.88056835043108,-89.76032342472443
386,2023-01-30,11:00:00,Hail,Icy,Moderate,40.42784744307879,-104.01682723833812
387,2023-01-23,08:00:00,Rain,Icy,Minor,36.25627658057045,-84.74065559547617
388,2023-01-28,13:00:00,Snow,Dry,Severe,35.419516350237785,-112.37243258911096
389,2023-01-23,11:00:00,Clear,Icy,Moderate,40.00491801312687,-76.29769506162258
390,2023-02-05,23:00:00,Fog,Icy,Severe,40.45467791413811,-98.4870497205035
391,2023-01-22,23:00:00,Hail,Icy,Moderate,41.924041136005386,-107.84983007610205
392,2023-01-25,02:00:00,Fog,Wet,Severe,37.30094141529141,-114.83963986480946
393,2023-02-06,12:00:00,Snow,Snowy,Minor,36.976144686342266,-110.70041008123574
394,2023-01-12,03:00:00,Hail,Dry,Minor,40.211303685935974,-95.64972021209124
395,2023-01-18,12:00:00,Fog,Snowy,Severe,36.72642832202414,-103.50886341345469
396,2023-02-05,22:00:00,Snow,Snowy,Moderate,41.446058604828515,-82.35801526704779
397,2023-01-12,11:00:00,Clear,Icy,Severe,40.8673020147441,-99.47183648254234
398,2023-01-07,22:00:00,Snow,Dry,Moderate,37.431952219000145,-107.30528627873191
399,2023-01-26,18:00:00,Hail,Snowy,Severe,40.006968542331975,-91.46276557602671
400,2023-01-31,00:00:00,Rain,Snowy,Moderate,40.03634299267746,-87.60857967392583
401,2023-01-28,15:00:00,Clear,Dry,Minor,34.824990950687464,-110.81719796025915
402,2023-02-09,18:00:00,Fog,Icy,Severe,41.220423253436536,-110.79237369960234
403,2023-01-04,07:00:00,Hail,Snowy,Minor,38.042018979582856,-116.42312864185766
404,2023-01-26,08:00:00,Rain,Wet,Minor,40.61165972886193,-86.33471335217746
405,2023-02-09,22:00:00,Snow,Snowy,Severe,36.560396808244896,-89.45640531226238
406,2023-02-07,08:00:00,Rain,Wet,Severe,41.164185827969604,-97.590872342758
407,2023-01-18,23:00:00,Hail,Icy,Moderate,37.113613429873304,-81.70067069432451
408,2023-01-12,23:00:00,Hail,Snowy,Moderate,34.08670121184239,-83.35618342314771
409,2023-01-30,20:00:00,Rain,Dry,Minor,41.24305581135411,-92.82976233093966
410,2023-01-12,21:00:00,Snow,Dry,Moderate,34.730293414289065,-80.66433493792988
411,2023-02-10,10:00:00,Rain,Snowy,Moderate,36.55450910072332,-109.14882796841897
412,2023-01-08,19:00:00,Hail,Icy,Severe,41.60049573640644,-113.1874563658977
413,2023-01-14,15:00:00,Hail,Icy,Moderate,41.60485717550045,-106.40076670476945
414,2023-01-30,02:00:00,Fog,Dry,Minor,38.58750310498629,-115.54526518815946
415,2023-01-03,12:00:00,Fog,Snowy,Moderate,39.05469769735839,-95.15971029595562
416,2023-01-04,08:00:00,Clear,Icy,Minor,37.58756417582656,-77.72595523131665
417,2023-02-01,12:00:00,Hail,Dry,Severe,36.34568617358452,-116.30822775125408
418,2023-01-27,09:00:00,Fog,Wet,Minor,36.62931636295933,-112.74927369756885
419,2023-01-16,09:00:00,Rain,Snowy,Moderate,39.38014764861631,-98.55544178381228
420,2023-01-27,03:00:00,Snow,Wet,Severe,40.01899623550144,-77.84337424630009
421,2023-01-22,12:00:00,Rain,Wet,Moderate,40.33263234980679,-104.40528748599974
422,2023-02-02,06:00:00,Snow,Icy,Severe,40.31694514235643,-96.18890322639913
423,2023-02-09,03:00:00,Fog,Icy,Severe,34.72964882438952,-116.21236706083315
424,2023-01-17,14:00:00,Clear,Icy,Moderate,37.95536243762065,-111.62124235863018
425,2023-01-05,03:00:00,Rain,Snowy,Moderate,34.460470080133156,-75.57490471276958
426,2023-02-08,01:00:00,Rain,Wet,Severe,38.39623105858988,-76.49989605325004
427,2023-01-19,11:00:00,Rain,Snowy,Severe,37.532244010987014,-117.78758081982039
428,2023-02-04,01:00:00,Snow,Icy,Moderate,41.101633462066395,-77.07209322680072
429,2023-01-29,07:00:00,Fog,Wet,Minor,36.80732010041663,-90.51784267393349
430,2023-02-08,08:00:00,Rain,Snowy,Moderate,34.936536131420844,-80.67951333563906
431,2023-01-20,06:00:00,Rain,Snowy,Severe,35.14393345642269,-98.44618620774406
432,2023-01-12,20:00:00,Clear,Dry,Moderate,40.09208505373978,-95.82937077109224
433,2023-01-12,07:00:00,Clear,Snowy,Minor,38.94574450653009,-96.97959704895243
434,2023-01-14,07:00:00,Fog,Icy,Moderate,34.80898140898232,-89.32483692551752
435,2023-01-29,19:00:00,Fog,Snowy,Severe,34.67285444891998,-111.99499604547854
436,2023-01-16,01:00:00,Hail,Wet,Moderate,39.60775305167296,-116.71113563547485
437,2023-02-04,18:00:00,Clear,Snowy,Severe,34.58210405091355,-104.75901251157879
438,2023-01-04,22:00:00,Hail,Dry,Severe,40.57488047432285,-87.69872720232419
439,2023-01-28,07:00:00,Snow,Wet,Moderate,39.64993781725197,-109.32030155871323
440,2023-01-09,11:00:00,Hail,Wet,Severe,34.6507902451352,-89.04240536702855
441,2023-02-04,13:00:00,Rain,Dry,Severe,34.67870171268154,-76.29378201738737
442,2023-01-31,16:00:00,Hail,Icy,Minor,41.8931166280094,-113.96226922105501
443,2023-02-09,00:00:00,Fog,Wet,Minor,36.994166366048965,-89.07810891631956
444,2023-01-14,18:00:00,Snow,Icy,Minor,36.96513717653513,-98.91874056990343
445,2023-01-10,17:00:00,Rain,Wet,Minor,40.50239653806002,-80.66988306176728
446,2023-01-02,11:00:00,Hail,Wet,Severe,41.57798861907087,-110.3825590537624
447,2023-01-30,06:00:00,Snow,Icy,Moderate,41.888008510582964,-88.21708405427492
448,2023-01-03,01:00:00,Snow,Wet,Severe,40.02702548207154,-81.96104254513126
449,2023-02-11,08:00:00,Rain,Icy,Severe,37.01007668424732,-77.381588562617
450,2023-02-02,01:00:00,Hail,Dry,Severe,34.668005733589354,-88.62033478354523
451,2023-01-22,00:00:00,Snow,Icy,Moderate,40.2171753274195,-96.62148514763763
452,2023-02-06,09:00:00,Snow,Dry,Minor,38.46723399788644,-91.43256867134781
453,2023-01-27,02:00:00,Clear,Wet,Severe,37.39377607397581,-80.6370856674151
454,2023-01-26,12:00:00,Snow,Icy,Severe,41.25083508075789,-93.46378089453032
455,2023-01-25,02:00:00,Clear,Wet,Minor,34.88957985844921,-116.69335643303602
456,2023-02-09,02:00:00,Hail,Icy,Severe,37.94100083432687,-77.96920609319996
457,2023-01-27,04:00:00,Hail,Dry,Moderate,34.09082915813935,-88.35034970564287
458,2023-01-06,20:00:00,Hail,Dry,Severe,37.74928513595301,-88.9099244115784
459,2023-01-11,23:00:00,Fog,Icy,Severe,34.4504262054547,-108.72596844689816
460,2023-01-29,23:00:00,Hail,Dry,Minor,34.950543330144576,-89.66792477999574
461,2023-01-01,19:00:00,Snow,Wet,Severe,34.94020997421684,-101.06383055687118
462,2023-01-20,22:00:00,Rain,Wet,Severe,39.19368241692851,-89.99698198721583
463,2023-01-03,03:00:00,Clear,Snowy,Moderate,39.96835903412339,-113.4164996967564
464,2023-02-06,10:00:00,Fog,Dry,Minor,38.66695012077728,-89.71265190206945
465,2023-01-18,10:00:00,Hail,Wet,Minor,41.697380387796336,-75.02520979186133
466,2023-01-28,16:00:00,Hail,Icy,Moderate,36.99896463618963,-115.92688232899609
467,2023-01-12,00:00:00,Rain,Dry,Severe,36.28569669025489,-75.98151007848335
468,2023-01-02,14:00:00,Rain,Wet,Minor,40.948793025515684,-100.50295768891657
469,2023-02-02,11:00:00,Fog,Dry,Minor,35.78876670815562,-80.55760163549786
470,2023-01-24,05:00:00,Clear,Icy,Severe,41.70578031552489,-84.35742418549424
471,2023-01-21,23:00:00,Hail,Wet,Severe,34.09723579751853,-93.61830077757328
472,2023-01-24,05:00:00,Fog,Snowy,Minor,41.75903061366111,-86.24668400219296
473,2023-01-20,03:00:00,Snow,Snowy,Severe,34.34527929560461,-80.22383086404204
474,2023-02-01,16:00:00,Snow,Dry,Minor,41.12914490958457,-100.62196616900559
475,2023-01-28,06:00:00,Fog,Icy,Severe,38.221608872690396,-103.93757405278073
476,2023-01-14,14:00:00,Hail,Wet,Severe,41.9437183689544,-89.29348442076585
477,2023-01-13,08:00:00,Fog,Icy,Moderate,34.59037251788319,-83.26262449652589
478,2023-01-12,13:00:00,Hail,Wet,Severe,38.430834275210564,-85.22173920460551
479,2023-02-06,01:00:00,Rain,Dry,Moderate,41.75442028495279,-83.69401309907872
480,2023-02-10,01:00:00,Fog,Wet,Severe,38.18478275336119,-99.26991746304388
481,2023-01-29,08:00:00,Hail,Icy,Minor,39.0351891050821,-82.83312870447406
482,2023-02-08,17:00:00,Fog,Icy,Minor,39.565989511876936,-112.83101061906383
483,2023-01-09,04:00:00,Fog,Dry,Severe,37.636328518142186,-94.58696878768347
484,2023-01-19,19:00:00,Hail,Icy,Severe,39.02046464067251,-117.75237759858078
485,2023-02-07,03:00:00,Hail,Wet,Minor,38.6745144953848,-104.04280931428838
486,2023-01-14,00:00:00,Clear,Dry,Severe,41.20926408392791,-102.2421540005299
487,2023-01-02,02:00:00,Fog,Wet,Moderate,34.363571042731664,-100.96457426080201
488,2023-02-10,07:00:00,Snow,Icy,Moderate,36.247705516737845,-88.09491011233592
489,2023-01-21,13:00:00,Fog,Dry,Moderate,41.60329187261247,-101.29200164537514
490,2023-01-31,00:00:00,Fog,Wet,Moderate,41.12211027112733,-98.70617422723117
491,2023-01-20,09:00:00,Hail,Icy,Moderate,37.645254022285705,-107.78560237240391
492,2023-01-03,13:00:00,Fog,Icy,Severe,38.9610607824123,-101.95017295993839
493,2023-01-01,10:00:00,Fog,Snowy,Severe,36.21904946384906,-108.22740602768448
494,2023-01-13,17:00:00,Snow,Icy,Moderate,35.50496927779009,-114.85257527795693
495,2023-01-15,14:00:00,Hail,Wet,Severe,37.709587239519855,-92.05171048460075
496,2023-01-18,15:00:00,Fog,Dry,Severe,36.82681782420842,-89.2668496621343
497,2023-01-18,20:00:00,Rain,Snowy,Moderate,38.66924889480698,-91.36191512158658
498,2023-01-14,01:00:00,Clear,Icy,Severe,34.62187709571988,-98.06975611657539
499,2023-01-19,12:00:00,Snow,Icy,Severe,41.79515846132933,-101.66921145229313
500,2023-01-25,05:00:00,Fog,Icy,Severe,41.889685955836825,-80.87665306841151
501,2023-01-08,20:00:00,Rain,Wet,Moderate,39.58529371215796,-95.67948323914263
502,2023-01-24,05:00:00,Fog,Snowy,Severe,38.28877093075296,-97.39517926192157
503,2023-01-22,05:00:00,Fog,Wet,Minor,36.47622093029062,-116.89739117032326
504,2023-02-06,21:00:00,Hail,Snowy,Minor,40.51036015765559,-103.32634341207527
505,2023-01-28,21:00:00,Hail,Dry,Moderate,39.47784938043103,-101.65158839220814
506,2023-01-02,13:00:00,Hail,Wet,Minor,35.30093551475913,-100.85062042143328
507,2023-02-04,17:00:00,Rain,Wet,Moderate,41.28741747595074,-93.05258812322471
508,2023-01-26,13:00:00,Fog,Dry,Minor,40.580297943385354,-95.05509049074422
509,2023-01-17,17:00:00,Clear,Snowy,Minor,41.598399306335395,-91.86008100988188
510,2023-01-10,13:00:00,Snow,Icy,Minor,39.80575606710688,-85.11001975368848
511,2023-01-23,20:00:00,Hail,Dry,Moderate,38.90732156748632,-83.04161323520799
512,2023-02-04,06:00:00,Hail,Icy,Moderate,37.34594429032495,-87.12070772226073
513,2023-01-23,13:00:00,Fog,Icy,Severe,41.46182786683211,-76.91248107393781
514,2023-02-02,02:00:00,Fog,Dry,Moderate,40.928511116003264,-117.21599894491645
515,2023-01-22,05:00:00,Rain,Snowy,Minor,34.361749360849515,-109.58154661560752
516,2023-01-28,13:00:00,Rain,Icy,Minor,34.21093579597802,-117.67479637593989
517,2023-01-08,20:00:00,Hail,Dry,Moderate,37.0117069350244,-90.15858729135206
518,2023-01-06,15:00:00,Fog,Wet,Moderate,40.48442664625466,-79.38468639515057
519,2023-02-04,19:00:00,Clear,Wet,Moderate,41.89820903451955,-107.53026124721913
520,2023-01-19,12:00:00,Snow,Wet,Severe,35.20333512882823,-78.1375145737588
521,2023-01-15,18:00:00,Fog,Dry,Minor,38.75304572281708,-115.40850221754889
522,2023-01-23,19:00:00,Fog,Wet,Severe,37.04712685304817,-77.8192508473629
523,2023-02-02,16:00:00,Rain,Icy,Severe,41.75931518251683,-102.88022444869571
524,2023-01-17,00:00:00,Snow,Wet,Minor,40.73695138508567,-113.63890437668368
525,2023-01-04,07:00:00,Hail,Wet,Minor,40.706629637689105,-97.107514354988
526,2023-02-09,18:00:00,Fog,Icy,Moderate,37.74954527835976,-106.95860758801815
527,2023-01-25,20:00:00,Hail,Wet,Moderate,37.31855601870132,-105.75046521563732
528,2023-02-05,01:00:00,Fog,Icy,Severe,36.18725657544565,-104.78653150816967
529,2023-01-21,18:00:00,Hail,Wet,Moderate,34.45100397320742,-83.46988639319548
530,2023-01-09,22:00:00,Snow,Icy,Moderate,40.91777901004043,-94.81606510296406
531,2023-02-10,19:00:00,Rain,Wet,Minor,40.50320807304062,-104.61376893629185
532,2023-01-07,11:00:00,Snow,Icy,Minor,41.99774138628904,-91.75564731763052
533,2023-01-15,05:00:00,Clear,Dry,Moderate,41.97309469659125,-87.20552100840268
534,2023-02-09,08:00:00,Rain,Icy,Minor,38.44345364482102,-106.27716796845804
535,2023-01-16,07:00:00,Snow,Wet,Moderate,40.151899321444084,-100.21738863440989
536,2023-02-02,03:00:00,Clear,Wet,Minor,41.55812583905942,-112.75889798651126
537,2023-01-25,02:00:00,Fog,Snowy,Minor,40.79717912541929,-110.21057797000874
538,2023-01-04,11:00:00,Fog,Icy,Minor,35.97878481394558,-88.71193227950573
539,2023-02-08,07:00:00,Hail,Dry,Minor,37.60435308248075,-110.19815104908804
540,2023-01-11,23:00:00,Rain,Icy,Moderate,35.03327532121196,-95.41797450231641
541,2023-01-09,15:00:00,Fog,Icy,Severe,41.63240821806978,-87.5110107459354
542,2023-01-28,02:00:00,Rain,Dry,Minor,38.849397075607044,-113.40429230692601
543,2023-01-31,17:00:00,Fog,Icy,Moderate,35.8291424440277,-93.60557455595715
544,2023-02-08,13:00:00,Hail,Dry,Moderate,39.373605475246855,-106.96780030084136
545,2023-01-24,19:00:00,Snow,Dry,Minor,38.94502592366317,-76.59414436478407
546,2023-02-02,18:00:00,Hail,Icy,Severe,36.86530174426272,-97.20753719104323
547,2023-01-11,20:00:00,Clear,Icy,Minor,34.90846073759703,-83.34232035966821
548,2023-01-31,00:00:00,Fog,Wet,Moderate,39.372585564742394,-94.34025868728074
549,2023-01-12,09:00:00,Clear,Wet,Severe,38.16246160723035,-116.13326108724277
550,2023-01-27,18:00:00,Clear,Snowy,Moderate,40.17854713388512,-90.77449084945704
551,2023-01-20,22:00:00,Rain,Snowy,Minor,38.16130800889594,-77.08965628511375
552,2023-01-16,22:00:00,Fog,Icy,Severe,40.81745200254832,-92.13069173370776
553,2023-01-16,05:00:00,Clear,Dry,Moderate,38.41525471019588,-82.77487904464803
554,2023-01-19,21:00:00,Snow,Snowy,Moderate,38.48750377228309,-79.97912207601846
555,2023-01-19,17:00:00,Clear,Icy,Moderate,41.01322882126676,-108.1925698061959
556,2023-01-04,09:00:00,Snow,Snowy,Minor,37.22786292969918,-108.88207188394625
557,2023-01-26,05:00:00,Rain,Dry,Severe,35.07212182760512,-91.72781747940735
558,2023-02-01,19:00:00,Clear,Icy,Minor,34.230261410506714,-100.3257757983117
559,2023-02-06,19:00:00,Hail,Dry,Minor,40.04109804538895,-81.88596397673103
560,2023-01-18,18:00:00,Rain,Icy,Minor,38.96247641082772,-79.29900569388552
561,2023-01-06,04:00:00,Snow,Snowy,Severe,39.63263814479379,-102.80288068998313
562,2023-01-13,18:00:00,Rain,Wet,Minor,35.703713292071285,-107.81456596409727
563,2023-01-18,04:00:00,Clear,Snowy,Minor,35.090971804694156,-84.43740284451394
564,2023-02-01,17:00:00,Fog,Snowy,Minor,34.11635732534305,-106.18334047143014
565,2023-02-05,08:00:00,Fog,Wet,Minor,36.80470047045277,-82.62758430391183
566,2023-02-04,18:00:00,Snow,Wet,Moderate,38.71934149483707,-99.7792550931032
567,2023-01-29,18:00:00,Snow,Icy,Minor,37.13795236079786,-89.29535433046678
568,2023-01-28,04:00:00,Fog,Icy,Moderate,37.499799376189834,-113.89198150510927
569,2023-01-30,07:00:00,Snow,Dry,Minor,41.23326955594999,-91.17404903890736
570,2023-02-11,17:00:00,Rain,Dry,Severe,36.7860437361864,-98.57398981429915
571,2023-01-03,17:00:00,Hail,Snowy,Moderate,38.11191591327849,-92.7758360834546
572,2023-01-13,06:00:00,Hail,Wet,Moderate,40.26922410192915,-110.77538906697087
573,2023-02-06,15:00:00,Rain,Dry,Moderate,37.17234225857016,-86.31442896740018
574,2023-01-08,20:00:00,Hail,Snowy,Moderate,38.97669360182299,-80.89972566564117
575,2023-01-06,01:00:00,Clear,Wet,Severe,40.89890966997396,-108.68018859609664
576,2023-01-24,07:00:00,Rain,Icy,Minor,41.59616498926114,-113.88427411263305
577,2023-01-17,21:00:00,Snow,Snowy,Moderate,35.1765878474323,-116.98354080000753
578,2023-02-07,15:00:00,Rain,Icy,Severe,41.41270100129196,-90.39522548093956
579,2023-02-06,11:00:00,Fog,Dry,Moderate,37.93693034463631,-91.89495644818243
580,2023-01-26,14:00:00,Snow,Dry,Minor,36.06595510639167,-94.49201125329499
581,2023-02-03,05:00:00,Fog,Wet,Moderate,37.67308604990609,-108.02627486701306
582,2023-01-15,16:00:00,Snow,Snowy,Severe,41.84026060228382,-101.19104217606287
583,2023-02-01,18:00:00,Hail,Icy,Minor,37.94094475194296,-92.43751758699456
584,2023-02-09,14:00:00,Rain,Wet,Severe,36.630012882300065,-96.63902506905572
585,2023-01-30,16:00:00,Clear,Dry,Minor,39.067206834533806,-75.52522263075986
586,2023-01-14,18:00:00,Snow,Dry,Minor,35.921164950225545,-112.13309064006047
587,2023-01-26,19:00:00,Snow,Snowy,Minor,34.60690662486931,-88.10878417595347
588,2023-01-16,23:00:00,Fog,Icy,Moderate,35.03103777528519,-100.61429297151544
589,2023-02-04,09:00:00,Hail,Snowy,Severe,35.02436671166218,-99.58741655819857
590,2023-01-16,13:00:00,Fog,Icy,Severe,35.215221548098356,-87.14329607669842
591,2023-01-10,20:00:00,Fog,Icy,Severe,35.11061738119528,-88.22524549305211
592,2023-02-02,13:00:00,Hail,Snowy,Minor,39.12699795842572,-75.37599227080591
593,2023-01-15,19:00:00,Clear,Wet,Moderate,35.45504067519316,-112.47904555347262
594,2023-01-23,16:00:00,Fog,Snowy,Minor,36.7653382665909,-113.52328507648085
595,2023-02-04,12:00:00,Fog,Snowy,Severe,41.1743072792481,-86.85343086346413
596,2023-01-24,01:00:00,Snow,Dry,Moderate,37.79169312210298,-93.12936256872442
597,2023-01-23,19:00:00,Hail,Dry,Moderate,39.340461908168216,-106.21109133792835
598,2023-02-05,12:00:00,Rain,Snowy,Moderate,35.37855896961304,-114.58496713347358
599,2023-02-02,03:00:00,Clear,Snowy,Severe,35.538312150469366,-114.31669526735348
600,2023-02-04,07:00:00,Clear,Dry,Moderate,34.326948930131834,-79.54979238944291
601,2023-01-24,11:00:00,Hail,Icy,Moderate,35.35148050457732,-109.74970503709406
602,2023-02-08,01:00:00,Snow,Snowy,Minor,36.22872271225567,-104.09502282903262
603,2023-01-08,14:00:00,Snow,Wet,Minor,35.416083874213975,-108.25377470423952
604,2023-01-02,02:00:00,Hail,Wet,Moderate,34.70962027005645,-102.73515884922669
605,2023-01-23,20:00:00,Snow,Wet,Moderate,34.965086968804805,-115.01477476191799
606,2023-01-17,07:00:00,Clear,Snowy,Minor,37.686230144261806,-95.68042899094438
607,2023-01-30,01:00:00,Clear,Icy,Minor,35.65066974724634,-115.09265976553476
608,2023-02-02,19:00:00,Rain,Icy,Minor,36.914158888384605,-83.58467016363845
609,2023-01-21,07:00:00,Hail,Dry,Severe,38.02733816683885,-107.95038047785138
610,2023-01-28,09:00:00,Fog,Snowy,Severe,39.523158629034924,-94.77948767200604
611,2023-02-07,14:00:00,Fog,Icy,Minor,34.314497118728795,-80.1565992348573
612,2023-01-14,23:00:00,Rain,Snowy,Moderate,40.39528319127234,-90.01227313097066
613,2023-01-06,07:00:00,Rain,Dry,Minor,39.02320311592726,-95.08281517829258
614,2023-01-24,02:00:00,Snow,Dry,Severe,34.654072255590975,-104.05364861603886
615,2023-01-24,21:00:00,Rain,Dry,Moderate,40.98862899285422,-103.68091773849748
616,2023-01-01,12:00:00,Rain,Wet,Severe,41.366979204254505,-89.21206092647782
617,2023-01-07,10:00:00,Fog,Snowy,Moderate,34.48862367883891,-75.25200746748979
618,2023-01-26,00:00:00,Snow,Dry,Severe,36.21502118517763,-89.54091483647672
619,2023-01-01,12:00:00,Rain,Snowy,Moderate,40.44961023834449,-94.01531305308893
620,2023-01-14,18:00:00,Rain,Wet,Moderate,39.98607752306927,-86.58202805971241
621,2023-01-25,11:00:00,Snow,Wet,Moderate,35.47616815485102,-97.99615867180012
622,2023-01-19,04:00:00,Hail,Dry,Moderate,35.67479458669368,-115.41387926816624
623,2023-02-09,04:00:00,Snow,Dry,Severe,36.963776822331056,-93.82123691724988
624,2023-01-05,09:00:00,Fog,Icy,Severe,37.87618388152817,-76.82211276626865
625,2023-01-12,19:00:00,Hail,Snowy,Moderate,38.94603817224237,-110.46197347862064
